filename,entry-date,entry-by,layout,entry-type,image,title,source-url,source,copyright,summary,content,FEATURES:,Boerhaave,COGWEB,Chinese,LSTM,Leiden,PGM,RNN,Ruysch,actors,aesthesis,agency,algorithm,analysis,anatomical,anatomy,androgynous,architecture,archive,artificialia,axis,black-box,body,botanical,brain,categories,categorization,channel,character recognition,chinese,classification,clustering,cnn,codes,cognition,collecting,collection,collections,colonialism,commodification,concept,conceptual-clustering,convolutional neural network,cost,counting,cut,cuts,cutting,datasets,demonstration,diagram,dimensionality,disgust,dissection,distance,domestication,elegance,epistemology,error,euclidean,evaluation,eye,figures,finger,forecasting,forensics,frame,freakish,geometry,gesture,gestures,gradient descent,graph,graphs,grouping,hacking,hand,hand writing,hands,hands-on,handwriting,hardware,history,human,human body,imagination,imperfect,inscription,instruments,joint,kmeans,knowledge,labeling,landmark,learning,location,machine learning,machines,materiality,meaning,measurement,memory,mnist,model,models,monsters,muscles,mystical,mythological,naturalia,nerves,nervous system,network,networks,neural networks,neural-anatomy,neuron,nonlinearity,observation,offline,online,ontologies,ontology,ontology-building,optimization,orientation,orthogonality,parallel,pca,perception,perceptron,perfection,performance,planes,poetic,position,prediction,preparation,preparations,projection,proportion,proportions,psychology,python,races,representation,representations,rhetoric,rnn,segments,selection,sensory experience,sensory perception,similarity,skeleton,skin,skull,skulls,space,sparseness,spectacle,spectators,speech,standard,statistic-ontology,statistical,statistical-ontology,svm,symbols,tacit,taxonomy,theatre,time-series,timeseries,tools,topological,training,treatise,trial,truth,type,typography,unsupervised,vision,visualization,wellcome,word2vec,writing,zodiac
muscles-human-persian.md,2019-09-24,Joana Chicau,image,image,wc/Muscles-Human-Persian.jpg,Muscles of the human body. Watercolour drawing by a Persian artist.,https://wellcomecollection.org/works/tcpbq499,,Creative Commons Attribution (CC BY 4.0),"Diagram comparable to the 'six picture series' or 'Alexandrian series' pasted or bound in Persian manuscripts of the 'Zakhīrah-i Khvārazm’Shāhī' ('Treasure of Khvārazm'Shāhī') written by al-Jurjani (Ismā'īl ibn Muḥammad al-Ḥusayn Jurjānī) ca. 1110 AD, and the 'Tashrīḥ-i Mansur-i' ('Anatomy of Mansur' written by Manṣūr ibn Muḥammad ibn Aḥmad ibn Yūsuf Ibn Ilyā, ca. 1390 AD)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0.89,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myotomia_treatise_muscles.md,2019-09-24,Joana Chicau,image,image,wiki/Myotomia_Treatise_Muscles_Fleuro.png,"Myotomia reformata or an anatomical treatise on the muscles of the human body, 1724",https://fleuron.lib.cam.ac.uk/ornament/103200010000330_0,"Fleuron, A Database of Eighteenth-Century Printers' Ornaments.",Public Domain,"Myotomia reformata: or an anatomical treatise on the muscles of the human body. Illustrated with figures after the life. By the late Mr. William Cowper, Surgeon, and Fellow of the Royal Society. To which is prefix'd an Introduction concerning muscular motion.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.7,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0
mystical-body.md,2019-09-2,Joana Chicau,image,image,wc/Mystical-body.jpg,"Mystical body of tantric meditation, flow of the life force.",https://wellcomecollection.org/works/qfufjhkx,,Creative Commons Attribution (CC BY 4.0),"Text surrounding the image is a mixture of Sanskrit and Old Gujarati and describes the mystical body of tantric meditation and the flow of the life force, prana, throughout the body. The image of the body is very similar to the Tashrih-i Mansur style of anatomy drawing.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0,0,0,0.978,0,0,0,0.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naturalia-artificialia.md,2018-11-6,Joana Chicau,image,image,poster/naturalia-artificialia.png,Investigation of the Senses - Naturalia and Artificialia,https://brill.com/view/title/24846,"Elegant Anatomy, The Eighteenth-Century Leiden Anatomical Collections. Marieke M. A. Hendriksen (2015)","lumc Ab0001. B.S. Albinus (1692–1770). Entire epidermis of a child's hand, removed from the hand like a glove. Tied and hung from a sprig of Aster Africanus. (Epidermis now on bottom of phial.) Anatomisch Museum","If anything, this preparation is the materialization of eighteenth-century aesthesis: it is both the result of the practical hands-on investigation of the senses, something which can only be done through sensory perception, and of seeking beauty and perfection in nature and sensory experience. (...) The addition of naturalia and artificialia to preparations of human anatomy quickly disappeared though. The informed contemporary observer must indeed have understood and appreciated the references made through the use of lace and plants. However, it appears such references quickly became irrelevant, even if the preparation itself was still appreciated.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81232,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nerve_networks.md,2019-12-6,Joana Chicau,image,image,wc/nerve_networks.jpg,Nerve networks in the body.,https://wellcomecollection.org/works/pqqf4r78,,Creative Commons Attribution (CC BY 4.0),"Nerve networks, Vesling 'Syntagma', 1647.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nerves-human-persian.md,2019-09-24,Joana Chicau,image,image,wc/Nerves-Human-Persian.jpg,Nerves of the human body. Watercolour drawing by a Persian artist.,https://wellcomecollection.org/works/sc7ptw4y,,Creative Commons Attribution (CC BY 4.0),"Diagram comparable to the 'six picture series' or 'Alexandrian series' pasted or bound in Persian manuscripts of the 'Zakhīrah-i Khvārazm’Shāhī' ('Treasure of Khvārazm'Shāhī') written by al-Jurjani (Ismā'īl ibn Muḥammad al-Ḥusayn Jurjānī) ca. 1110 AD, and the 'Tashrīḥ-i Mansur-i' ('Anatomy of Mansur' written by Manṣūr ibn Muḥammad ibn Aḥmad ibn Yūsuf Ibn Ilyā, ca. 1390 AD)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0.89,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neural-computation-reality.md,2019-06-21,Jonathan Reus,image,image,t/neural-computation-von-foerster.png,Neural Computation in the Retina of Vertibrates,https://link.springer.com/chapter/10.1007/0-387-21722-3_8,"Von Foerster, Heinz. ""On constructing a reality."" Understanding understanding. Springer, New York, NY, 2003. 211-227.","Springer, New York, NY",A description of neural computation by Von Foerster,"VII.Computation. The retina of vertebrates with its associated nervous tissue is a typical case of neural computation. Fig.15 is a schematic representation of a mammalian retina and its post-retinal network. The layer labeled #1 represents the array of rods and cones, and layer #2 the bodies and nuclei of these cells. Layer #3 identifies the general region where the axons of the receptors synapse with the dendritic ramifications of the bipolar cells (#4) which, in turn, synapse in layer #5 with the dendrites of the ganglion cells (#6) whose activity is transmitted to deeper regions of the brain via their axons which are bundled together to form the optic nerve (#7). Computation takes place within the two  layers labeled #3 and #5, that is, where the synapses are located.

Form computation: take the two-layered periodic network of Fig.16, the upper layer representing receptor cells sensitive to, say, 'light'. Each of these receptors is connected to three neurons in the lower (computing) layer, with two excitatory synapses on the neuron directly below (symbolized by buttons attached to the body), and with one inhibitory synapse (symbolized by a loop around the tip) attached to each of the two neurons, one to the left and one to the right. It is clear that the computing layer will not respond to uniform light projected on the receptive layer, for the two excitatory stimulions a computer neuron will be exactly compensated by the inhibitory signals coming from the two lateral receptors.This zero-response will prevail under strongest and weakest stimulation as well as to slow or rapid changes of the illumination. The legitimate question may now arise. Why this complex apparatus that doesn't do a thing? Consider now Fig.17 in which an obstruction is placed in the light path illuminating the layer of receptors. Again all neurons of the lower layer will remain silent, except the one at the edge of the obstruction, for it receives two excitatory signals from the receptor above, but only one inhibitory signal from the sensor to the left. We now understand the important function of this net, for it computes any spatial variation in the visual eld of this eye, independent of intensity of the ambient light and its temporal variations, and independent of place and extension of the obstruction.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701,0.23,0,0,0,0,0,0.602,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nist-handwriting-sample.md,2019-07-25,Jonathan Reus,image,image,h/handwriting_sample_NIST.jpg,Handwriting Sample Form from NIST Dataset,https://www.nist.gov/srd/nist-special-database-19,"Standard Reference Data Program, National Institute of Standards and Technology",,"Handwriting Sample Form used in data collection by the National Institute of Standards and Technology (NIST). The database is NIST's largest and probably final release of images intended for handprint document processing and OCR research. The full page images are the default input to the NIST FORM-BASED HANDPRINT RECOGNITION SYSTEM, a public domain release of end-to-end recognition software.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0.976,0,0,0,0,0,0,0.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ontology-building.md,2019-06-21,Jonathan Reus,text,,,Ontology Building,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.529.6227,"Elsayed, Abd-Elraham, et al. ""Applying data mining for ontology building."" Proc. of ISSR (2007).",,"Excerpt on the meaning of ""ontology"" in computer science from ""Applying data mining for ontology building"" by Abd-Elraham Elsayad et al.","Usually the ontology building is performed manually, but researchers try to build ontology automatically or semi-automatically to save the time and the efforts of building the ontology.

Clerkin et al. used concept clustering algorithm (COBWEB) to discover automatically and generate ontology. They argued that such an approach is highly appropriate to domains where no expert knowledge exists, and they propose how they might employ software agents to collaborate, in the place of human beings, on the construction of shared ontologies[6]",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
organization-mark-i-perceptron.md,2019-06-21,Jonathan Reus,image,image,p/perceptron-markI-diagram.png,Organization of the MARK I Perceptron,https://archive.org/details/DTIC_AD0236965,"Mark I Perceptron Operators' Manual, Cornell Aeronautical Laboratory (15 Feb, 1960)","declassified, public release","Macro diagram of the organization of the MARK I Perceptron parallel computing system. The Mark I Perceptron is a pattern learning and recognition device. It can learn to classify plane patterns into groups on the basis of certain geometric similarities and differences. Among the properties which it may use in its discriminations and generalizations are position in the retinal field of view, geometric form, occurrence frequency, and size.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0.45,0,0,0,0,0
origins-of-writing-meopotamian-counting-token.md,2019-07-25,Jonathan Reus,image,image,p/pre-cuneiform-writing-tablet.jpg,Origins of Writing - Early-stage Cuneiform Token with Counting Inscription,https://www.bl.uk/collection-items/tablet-with-pre-cuneiform-writing,"Jemdet Nasr Tablet, Von Foerster, Heinz. Understanding understanding- Essays on cybernetics and cognition. Springer Science & Business Media, 2007.","© Trustees of the British Museum, Creative Commons Attribution Non Commercial Share Alike licence","Mesopotamian tablet preserving a list of barley portions distributed as wages to farm labourers 5,000 years ago. It shows a very early stage of cuneiform writing in which circular holes were used for numbers in order to keep count of transactions of goods.
It has been argued that writing in Mesopotamia originated from such counting marks. This counting system was used from 7500 BC onwards across the Fertile Crescent, from the Mediterranean coast down to the Persian Gulf.  Whereas simple tokens could be pressed into the surface and easily recognised, complex tokens with their incised patterns could not be so clearly distinguished. So their shape and markings were drawn directly onto the surface of the clay ball or tablet with a cut reed.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.96,0,0,0,0,0,0,0.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
palm-measurement.md,2019-09-24,Joana Chicau,image,image,wc/Palm-Measurement.jpg,"Palm measurement method, Japanese woodcut, 1807",https://wellcomecollection.org/works/j5fumjyw,,Creative Commons Attribution (CC BY 4.0),"Woodblock illustration from a work on 'Chinese' medicine by the 18th century Japanese physician Hara Masakatsu, published in 1807 (4th year of the Bunkwa era). The palm measurement method (yi fu fa) is recorded by the prominent Tang physician Sun Simiao in Qianjin yaofang (Prescriptions Worth a Thousand Gold Pieces) (652 CE). Also known as shoufu, it is one of several digit-based measurement techniques used to establish the location of acu-moxa points. In this method, the patient holds all four fingers close together, and the measurement from the middle joint of the little finger to the index finger is taken as 3 cun (Chinese inches) or 1 palm. Using another digit-based measurement technique, the width of the top joint of the thumb is defined as 1 cun.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0.89,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perceptron-and-biological-brain-organization.md,2019-06-21,Jonathan Reus,image,image,p/perceptron-vs-biological-brain-organization.png,Perceptron and Biological Brain Organization,https://www.mdpi.com/2227-7390/6/7/110,"Rosenblatt, F. The Design of an Intelligent Automaton. Research Trends 1958,VI, 1–7. (referenced in Seising, Rudolf. ""The Emergence of Fuzzy Sets in the Decade of the Perceptron—Lotfi A. Zadeh’s and Frank Rosenblatt’s Research Work on Pattern Classification."" Mathematics 6.7 (2018) 110.)",,Organizationo a biological brain and a perceptron from 1957 publication by Frank Rosenblatt.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0
poetic-rhetoric.md,2018-11-6,Joana Chicau,text,,,Poetic Rhetoric,https://brill.com/view/title/24846,"Elegant Anatomy, The Eighteenth-Century Leiden Anatomical Collections. Marieke M. A. Hendriksen (2015)","2015 by Koninklijke Brill nv, Leiden, The Netherlands.","Excerpt on the role of poetic rhetoric on 18th century anatomical research. From Elegant Anatomy, Marieke M. A. Hendriksen","Yet some controversies however could not be solved through making preparations and illustrations; in the case of smallpox inoculation, anatomists turned to poetic rhetoric.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0.1,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preserving-monstrocities.md,2018-11-6,Joana Chicau,text,,,Preserving Monstrosities,https://brill.com/view/title/24846,"Elegant Anatomy, The Eighteenth-Century Leiden Anatomical Collections. Marieke M. A. Hendriksen (2015)","2015 by Koninklijke Brill nv, Leiden, The Netherlands.","Excerpt from ""Beautiful Monsters"", chapter 5 at Elegant Anatomy, Marieke M. A. Hendriksen","By the late eighteenth century, the making of anatomical preparations was still an act of selection, accentuation, and seeking beauty, even in the deformed and the ugly. By preserving monstrosities like these in preparations, and averting the immediate danger implied by the visceral disgust such specimens would provoke unpreserved, their makers shaped them into didactic instruments and purveyors of meaning.",,0,0,0,0,0.544,0,0,0,0,0.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.6999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0.972,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
principal-component-analysis-2d-fitting.md,2019-12-8,Jonathan Reus,image,image,p/pca-2d-animation.gif,Principal Component Analysis 2D-dimensions,https://stats.stackexchange.com/questions/2691/making-sense-of-principal-component-analysis-eigenvectors-eigenvalues,stackexchange.com,,Illustration of PCA projections of point clouds,"PCA will find the ""best"" line according to two different criteria of what is the ""best"". First, the variation of values along this line should be maximal. The ""spread"" / ""variance"" of the red dots changes while the line rotates. When it reaches maximum? If we reconstruct the original two characteristics (position of a blue dot) from the new one (position of a red dot), the reconstruction error will be given by the length of the connecting red line.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.622,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
principal-component-analysis-cloud-projections.md,2019-12-8,Jonathan Reus,image,image,p/pca-projections.png,"Principal Component Analysis Cigar, Egg, Cloud Projections",https://stats.stackexchange.com/questions/2691/making-sense-of-principal-component-analysis-eigenvectors-eigenvalues,stackexchange.com,,Illustration of PCA projections of point clouds,"The figure shows some clouds of 200 points each, along with ellipsoids containing 50% of each cloud and axes aligned with the principal directions. In the first row the clouds have essentially one principal component, comprising 95% of all the variance: these are the cigar shapes. In the second row the clouds have essentially two principal components, one about twice the size of the other, together comprising 95% of all the variance: these are the pancake shapes. In the third row all three principal components are sizable: these are the egg shapes.

PCA fits an ellipsoid to the data. An ellipsoid is a multidimensional generalization of distorted spherical shapes like cigars, pancakes, and eggs. These are all neatly described by the directions and lengths of their principal (semi-)axes, such as the axis of the cigar or egg or the plane of the pancake. No matter how the ellipsoid is turned, the eigenvectors point in those principal directions and the eigenvalues give you the lengths. The smallest eigenvalues correspond to the thinnest directions having the least variation, so ignoring them (which collapses them flat) loses relatively little information.

Being able to reduce dimensions is a good thing: it makes it easier to describe the data and, if we're lucky to reduce them to three or less, lets us draw a picture.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0.61,0,0,0,0.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0
